#SampleID,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp,observations_deblur_100bp,observations_deblur_150bp
550.L1S116.s.1.sequence,33383,32153,32453,33337,22567,22160,1043
550.L1S119.s.1.sequence,40944,39472,39929,40870,27871,27191,1272
550.L1S164.s.1.sequence,35636,34550,34666,35599,24134,23686,1161
550.L1S194.s.1.sequence,46992,43925,43852,46875,30041,29264,1974
550.L1S20.s.1.sequence,30131,29179,29553,30094,21132,20643,603
550.L1S26.s.1.sequence,29907,29034,29310,29865,20875,20401,572
550.L1S264.s.1.sequence,40565,39123,39200,40433,25919,25653,4033
550.L1S273.s.1.sequence,49669,47800,48154,49582,32962,32301,1602
550.L2S103.s.2.sequence,16954,15824,16107,16870,10838,10983,391
550.L2S144.s.2.sequence,20378,18484,19185,20280,13559,13608,913
550.L2S164.s.2.sequence,16832,15888,16278,16768,11276,11221,722
550.L2S166.s.2.sequence,16622,14630,15129,16545,10635,10666,294
550.L2S303.s.2.sequence,21703,21149,21291,21669,16250,15149,609
550.L2S377.s.2.sequence,18580,17692,17927,18514,11904,11783,699
550.L4S1.s.4.sequence,69716,67343,67582,69538,47314,47069,3587
550.L4S102.s.4.sequence,47002,44043,44976,46783,30347,31094,2820
550.L4S122.s.4.sequence,44084,42135,42287,43960,31629,31257,2172
550.L4S140.s.4.sequence,33416,32255,32613,33371,21734,21402,1370
550.L4S158.s.4.sequence,39556,38937,39048,39521,28686,28383,4010
550.L4S161.s.4.sequence,40673,38131,38838,40530,26217,26731,2431
550.L4S183.s.4.sequence,42906,42309,42429,42847,31601,31365,4354
550.L5S119.s.5.sequence,10470,10169,10253,10457,8060,7924,1010
550.L5S224.s.5.sequence,10892,10407,10645,10888,8456,8309,1310
550.L5S258.s.5.sequence,11284,11045,11065,11278,8693,8534,1234
550.L6S104.s.6.sequence,45100,43379,43944,45070,34771,33960,4052
550.L6S144.s.6.sequence,43871,42619,42820,43854,34508,33940,4364
550.L6S149.s.6.sequence,36821,35624,35807,36800,28528,27807,2971
550.L6S176.s.6.sequence,37428,36801,36902,37421,29224,28612,3395
550.L6S186.s.6.sequence,36166,35134,35245,36149,27779,27157,3064
550.L6S197.s.6.sequence,27392,26666,26978,27382,20656,20053,1859
550.L6S231.s.6.sequence,36569,35561,35708,36554,28197,27661,3585
550.L6S261.s.6.sequence,31984,31209,31326,31975,24655,23964,2337
550.L6S265.s.6.sequence,28157,27498,27576,28143,21865,21464,1834
550.L6S269.s.6.sequence,35602,34700,34812,35587,27829,27258,3018
550.L6S272.s.6.sequence,31942,31164,31304,31926,24115,23705,2695
550.L6S289.s.6.sequence,38509,37503,37610,38495,30363,29833,4592
550.L6S309.s.6.sequence,33460,32617,32735,33438,26615,26016,2239
632.Agricultural.soil.wheat,254667,194725,202513,236619,93645,71912,0
632.Arctic.Tundra.1,145592,112277,114891,137752,56060,44890,0
632.Temperate.deciduous.forest,160362,120070,124649,147712,57253,45431,0
638.ELB18.111810.2,409660,267338,294409,405394,246139,218888,0
638.ELB6.111810.2,665113,521428,545036,661251,437823,394197,0
638.FRX6.120710.1,552698,430390,446192,541983,287306,249492,0
638.FRX7.120910.2,716093,593535,609665,705982,398992,358234,0
638.RMK.ENR.11.2,428944,341934,345075,427926,282287,205117,0
638.RMK.ENR.12.1,600214,532605,541599,598908,447205,364540,0
638.RMK.ENR.23.1,519229,445743,442363,516432,320333,285836,0
638.RMK.ENR.27.1,621054,570151,575878,618256,426620,379221,0
638.RMK.ENR.34.2,681983,674191,674002,681302,589438,573024,0
638.RMK.ENR.35.1,598013,581999,582320,597277,493510,474395,0
638.VAN20.120210.1,535724,374629,403678,531162,330949,301624,0
638.VAN35.120210.1,531148,468922,480105,526822,348748,314346,0
659.NZFACE.R1.Browntop,639017,545858,555911,626312,312315,237129,0
659.NZFACE.R2.Ryegrass.24.4,203769,168334,172487,197467,90646,69272,0
659.NZFACE.R5.Browntop,167076,139067,142084,162532,75575,57414,0
662.M1,298351,275292,280849,297717,201116,194458,96458
662.M2,281588,219846,230554,280463,177503,174092,90406
662.M3,187735,165334,168100,186813,119184,118020,64784
662.M4,271744,221436,231443,270818,181115,170197,86880
662.M5a,230631,140483,167126,229193,142987,138395,63409
662.M5b,217961,134035,169479,217037,139000,133015,68383
662.M6,264891,216327,224442,264004,173316,173245,88708
662.M7,190126,119987,137364,186818,106458,109046,49374
662.M8,267369,193137,206711,265324,168752,167423,67239
662.M9,348049,289191,301911,346077,209551,205075,105642
662.M10,167343,93244,103357,165175,103066,104123,31767
662.M11,184668,144613,153755,184437,142001,140159,59564
662.M12,174369,127880,129485,172044,111666,110638,34127
662.M13,188065,153533,154999,187625,135046,128451,40797
662.M14,123532,85940,89866,123045,77751,78226,30761
662.M15,134608,120452,120612,134483,110898,99725,26078
662.M16,163505,145117,145302,163367,130260,117524,36622
662.M17,133163,65774,65905,133077,112285,106093,23407
662.M18,119728,108725,108758,119677,98402,93882,30700
662.M20,208153,175562,182645,207694,147312,145681,56128
662.M21,196885,152785,164648,196401,125258,125850,52928
662.M22,138794,109610,116298,138352,89572,87792,30676
662.M23,119426,98167,102359,119185,78147,76809,29458
662.M24,141777,94484,96499,141287,82314,95376,35573
662.M25,162980,117987,131036,162485,101190,105850,38170
662.M26,87527,73083,80836,87394,63582,63274,20301
662.M27,127464,107796,111600,127152,82032,81825,26071
662.M28,265605,238609,247677,265172,209852,205891,67571
662.M29,130183,100923,108584,129868,82103,79530,29207
662.M30,147981,100862,104858,147710,100305,98451,39685
662.M31,110670,92972,97690,110472,74402,73512,24677
662.M32,183731,140271,150091,179103,95623,94805,30303
662.M33,162477,138094,142703,159600,97430,97282,31282
662.M34,142661,135568,136302,142013,113284,111775,37230
662.M35,137638,72076,81138,136628,89891,91141,35947
662.M36,203048,112027,128659,200558,126515,128144,46307
662.M37,156039,86810,101373,154974,101602,104311,42580
662.M38,169014,98160,103995,165946,99462,100542,36855
662.M39,158006,98681,106064,155847,96671,97600,36045
662.M40,152353,92652,104110,151103,92867,94187,37368
662.M41,236523,146811,157998,233341,141446,141845,42305
662.M42,171503,95010,117791,169890,110176,108257,38083
662.M43,205732,134711,146270,203551,121825,123092,43122
662.M44,159506,84445,92611,158026,107609,107461,33284
662.C1,143001,117842,124012,142490,95628,91756,31771
662.C2,166609,134404,141594,166061,114431,109327,38864
678.OA.mesocosm.362,87912,58613,63549,86707,40702,42215,19489
678.OA.mesocosm.376,31471,20139,22078,31110,15180,15630,6481
678.OA.mesocosm.410,39155,26873,29378,38811,18674,19201,9416
678.OA.mesocosm.417,125273,80853,87524,122662,53128,54320,25221
678.OA.mesocosm.431,51547,31107,35511,50810,20626,21109,10707
678.OA.mesocosm.438,41795,27680,30661,41181,19904,20509,11010
678.seasonal.insitu.sample.500,60551,35831,39012,58815,21157,21522,9557
678.seasonal.insitu.sample.501,96139,55960,60125,93036,36181,37420,15182
678.seasonal.insitu.sample.506,71945,39058,42083,69106,29702,30331,11360
678.seasonal.insitu.sample.539,67061,44313,47214,65572,28398,29284,14056
678.seasonal.insitu.sample.546,125457,82228,87281,122030,49020,51089,23982
678.seasonal.insitu.sample.590,90009,48185,52699,87376,39380,40282,15285
678.T.RFLP.Sample.636,66273,40543,42893,64521,26003,26682,12582
678.T.RFLP.Sample.654,57542,32221,34930,55920,28267,28609,10281
678.T.RFLP.Sample.724,65555,36770,39873,64449,32397,32855,15591
678.T.RFLP.Sample.737,106136,80653,84384,104751,56615,56401,31215
722.CL3.1.s.1.1.sequence,129909,106716,111943,124394,32597,22932,0
722.F11Tong.1.s.1.1.sequence,209116,196824,200028,207667,76165,50913,0
722.M11Plmr.1.s.1.1.sequence,64305,60211,60691,62750,23778,17724,0
722.M31Tong.1.s.1.1.sequence,232598,221008,221989,231062,99022,68715,0
722.NP2.1.s.1.1.sequence,74324,64996,66681,72948,28969,21273,0
722.NP3.1.s.1.1.sequence,197200,175652,178403,194059,79947,65029,0
722.TRRsed2.1.s.1.1.sequence,91673,65321,67740,87977,23055,14229,0
722.TRRsed3.1.s.1.1.sequence,87756,51516,53416,83934,22504,14207,0
722.AQC1cm.2.s.2.1.sequence,154936,131851,135743,152934,61352,46777,0
722.F11Fcsw.2.s.2.1.sequence,178581,170149,171572,177316,71672,52409,0
722.F11Plmr.2.s.2.1.sequence,23751,22989,23107,23494,8164,6022,0
722.F11Tong.2.s.2.1.sequence,170120,160132,162193,169370,50225,33576,0
722.M31Plmr.2.s.2.1.sequence,69915,65364,65705,69169,19840,14049,0
722.M31Tong.2.s.2.1.sequence,201430,191256,191817,200572,77001,54137,0
722.NP2.2.s.2.1.sequence,62538,54613,55987,61744,23175,17353,0
722.NP5.2.s.2.1.sequence,235714,183544,187167,233328,84810,65406,0
722.TRRsed2.2.s.2.1.sequence,73814,54062,56015,71463,15891,9769,0
722.TRRsed3.2.s.2.1.sequence,69389,43040,44670,67013,15636,9797,0
722.AQC4cm.3.s.3.1.sequence,382124,323715,332327,377822,159812,127459,0
722.AQC7cm.3.s.3.1.sequence,280287,234620,242145,276392,110422,88123,0
722.F11Plmr.3.s.3.1.sequence,25379,24729,24870,25106,9822,7403,0
722.F11Tong.3.s.3.1.sequence,212385,206161,208822,211503,73420,50739,0
722.M11Plmr.3.s.3.1.sequence,60262,57930,58268,59360,24178,18937,0
722.M31Fcsw.3.s.3.1.sequence,214177,209562,210083,213095,93092,69848,0
722.M31Tong.3.s.3.1.sequence,251556,246273,247009,250553,112109,80669,0
722.NP5.3.s.3.1.sequence,265484,215910,219910,263195,107928,86366,0
722.SLEpi20M.3.s.3.1.sequence,200221,170873,172592,198464,88336,69448,0
722.TRRsed2.3.s.3.1.sequence,91758,69757,72329,89526,23125,14598,0
722.TRRsed3.3.s.3.1.sequence,78848,49924,51799,76352,19892,12945,0
722.AQC1cm.4.s.4.1.sequence,158714,138122,141715,156821,68025,55816,0
722.AQC4cm.4.s.4.1.sequence,360748,303992,312310,356530,149934,123265,0
722.CC1.4.s.4.1.sequence,167644,142083,146403,161491,42734,33321,0
722.F11Tong.4.s.4.1.sequence,188241,181133,183561,187350,64995,47864,0
722.M11Plmr.4.s.4.1.sequence,51934,49560,49885,51114,20733,16499,0
722.M11Tong.4.s.4.1.sequence,14085,13274,13397,13903,5275,3987,0
722.M31Plmr.4.s.4.1.sequence,81202,78959,79348,80553,26765,20150,0
722.M31Tong.4.s.4.1.sequence,218991,212813,213512,218120,98170,74767,0
722.NP3.4.s.4.1.sequence,182650,168329,170427,181034,80965,70945,0
722.NP5.4.s.4.1.sequence,237147,192021,195763,235157,95420,79485,0
722.SLEpi20M.4.s.4.1.sequence,171527,145932,147463,169926,73941,59862,0
722.TRRsed2.4.s.4.1.sequence,88853,66877,69246,86512,23335,15546,0
722.TRRsed3.4.s.4.1.sequence,66918,41992,43501,64704,17464,11880,0
722.AQC4cm.5.s.6.1.sequence,564350,480622,493836,558852,261934,220670,0
722.F11Tong.5.s.6.1.sequence,344805,335818,340343,343766,147248,109346,0
722.M11Plmr.5.s.6.1.sequence,85441,82372,82883,84518,39931,33079,0
722.M11Tong.5.s.6.1.sequence,19775,18590,18733,19482,8716,6766,0
722.NP2.5.s.6.1.sequence,108565,100333,102673,107966,53526,44067,0
722.NP5.5.s.6.1.sequence,392238,325124,331093,389655,184099,157378,0
722.TRRsed1.5.s.6.1.sequence,20581,14552,15395,19737,5851,3980,0
722.TRRsed2.5.s.6.1.sequence,152204,116256,120452,149163,47867,32251,0
722.TRRsed3.5.s.6.1.sequence,121148,76709,79173,117960,37972,26330,0
722.TS28.5.s.6.1.sequence,194912,189314,190423,193854,88688,70356,0
722.TS29.5.s.6.1.sequence,252553,248135,248644,251630,109241,82685,0
722.AQC4cm.6.s.7.1.sequence,540141,458194,471190,534982,252285,212553,0
722.AQC7cm.6.s.7.1.sequence,396652,332148,343619,392242,175825,147639,0
722.F11Plmr.6.s.7.1.sequence,30786,30176,30315,30591,14567,11553,0
722.F11Tong.6.s.7.1.sequence,349151,340185,345023,348311,157150,116575,0
722.M11Tong.6.s.7.1.sequence,24641,23151,23354,24351,11128,8706,0
722.M31Plmr.6.s.7.1.sequence,137864,136278,136741,137345,57095,43652,0
722.M31Tong.6.s.7.1.sequence,395770,388458,389742,394476,217452,166337,0
722.NP3.6.s.7.1.sequence,298626,278708,282320,296838,157216,141380,0
722.NP5.6.s.7.1.sequence,379448,315911,321768,377281,183024,156724,0
722.TRRsed1.6.s.7.1.sequence,20576,14488,15310,19726,6037,4130,0
722.TRRsed2.6.s.7.1.sequence,151306,115840,119986,148476,50136,33546,0
722.TRRsed3.6.s.7.1.sequence,98632,63247,65214,96264,32648,22667,0
722.TS29.6.s.7.1.sequence,206094,202797,203183,205476,95927,72670,0
722.AQC4cm.7.s.8.1.sequence,442908,374448,384913,438510,198817,162924,0
722.CC1.7.s.8.1.sequence,219645,188463,194302,212859,63917,49547,0
722.F11Tong.7.s.8.1.sequence,278349,270664,274505,277561,119116,85548,0
722.M11Fcsw.7.s.8.1.sequence,326361,318831,319947,325225,162378,131916,0
722.M11Plmr.7.s.8.1.sequence,57683,55612,55939,57059,26997,21713,0
722.M11Tong.7.s.8.1.sequence,18577,17476,17626,18326,7874,6026,0
722.M31Fcsw.7.s.8.1.sequence,203685,199940,200431,202973,104285,82125,0
722.M31Plmr.7.s.8.1.sequence,112323,110863,111270,111824,44618,33269,0
722.NP2.7.s.8.1.sequence,89755,83168,85147,89230,44296,35517,0
722.NP3.7.s.8.1.sequence,248021,231207,234162,246527,125555,110416,0
722.TRRsed2.7.s.8.1.sequence,118897,90291,93537,116428,37198,23896,0
722.TRRsed3.7.s.8.1.sequence,74829,47578,49073,72792,23634,15614,0
723.C7.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,238685,208247,212163,237538,163972,162146,49615
723.C7.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,131894,113633,115788,131263,90238,89278,27546
723.C7.5m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,171105,153275,158324,170553,128593,126631,45986
723.C8.10m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,90148,81143,82828,89866,66563,65655,25614
723.C9.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,24840,21442,21828,24727,16821,16531,4916
723.C10.3m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,112414,98648,103007,111935,79804,79001,29317
723.C10.5m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,32990,29418,29719,32841,22668,22526,5823
723.C11.0m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,23977,21653,22059,23876,17307,17208,6024
723.C11.0m.G3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence,110293,101539,103760,109958,80676,80835,30136
723.IC1.S3.G3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,302839,102554,107008,301919,81809,81812,20671
723.IC3.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,242311,197989,205963,239527,162427,162241,44505
723.IC3.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,154887,133621,135971,153924,106390,105593,35011
723.IC4.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,448873,400423,406882,447232,320506,320677,108352
755.EF.DELTA.26.05.11.lane1.NoIndex.L001,64638,57722,58719,64192,39864,40252,29400
755.EF.GAMMA.09.06.11.lane1.NoIndex.L001,60750,57623,57624,60555,41035,40914,33771
755.INB.24.08.11.lane1.NoIndex.L001,87439,54792,59711,86528,50235,51638,38128
755.INA.19.07.11.lane1.NoIndex.L001,90543,62609,66230,89379,51801,53202,40230
755.INB.26.07.11.lane1.NoIndex.L001,83374,69425,71109,82465,50339,51115,41462
755.LSSF.ALPHA.D20.16.06.11.lane1.NoIndex.L001,83502,61976,65545,82114,45805,47023,35190
755.LAB.IN.22.07.11.lane1.NoIndex.L001,88096,53951,54645,87296,55145,57515,44754
755.EF.BETA.30.06.11.lane1.NoIndex.L001,85024,67695,69530,84300,54472,54811,44122
755.EFB.18.10.11.lane1.NoIndex.L001,70833,63887,65523,70349,43742,44765,34312
755.INB.20.09.11.lane1.NoIndex.L001,63422,55895,56313,62730,40748,40725,30647
755.EFA.20.09.11.lane1.NoIndex.L001,75418,67308,67753,74835,51051,50574,40038
755.INB.17.05.11.lane1.NoIndex.L001,89499,83109,83758,88920,56641,57082,46659
755.SSFB.L3.D50.17.05.11.lane1.NoIndex.L001,70602,51690,54190,69892,42028,42513,31617
755.SSFB.L1.D1.10.05.11.lane1.NoIndex.L001,41898,26424,28640,41397,24952,25554,18868
755.SSF.uneven.mix1.lane3.NoIndex.L003,28411,26966,27004,27942,17783,14937,8109
776.SN.BE.T3B,225528,193496,211995,222442,116638,101034,0
776.SC.C.T1C,160274,148216,149840,158288,93932,70321,0
776.Ant.Solo.cont.A,89237,83170,84628,88602,58189,41410,0
804.3651.0938,378826,287705,301814,373679,216338,215599,26858
804.3651.1231,315493,191411,201210,310873,169602,167566,21424
804.3862.1219,151183,125868,128450,149136,79423,76724,10442
804.3862.1325,250443,169922,181161,241781,130967,132315,20339
804.3869.1404,161786,74612,80003,149339,67311,69903,7369
804.3869.1446,287801,223548,241504,284482,155732,154010,23160
804.3871.1241,316405,154042,172836,310007,177694,176154,20344
804.3876.1104,237471,186229,194968,232358,120919,119531,16726
804.3876.1113,284179,162480,169869,272290,129268,132073,16417
804.3876.1219,269337,172935,182201,265322,151012,151651,20429
804.3876.1436,211995,147136,156222,206904,85130,86879,10325
804.073105.bio1slurpA1.2109.1.1,261670,156832,171562,250143,103130,104219,11218
804.073105.bio1slurpA1.2109.2.1,217348,141019,152051,207571,92078,95352,11140
804.073105.bio1slurpA1.2109.3.1,315695,197915,215242,303382,147878,148253,18976
804.3651.1123A,426127,260882,279706,409619,173537,177447,19945
804.3651.1123B,319498,237355,244502,313654,161698,164235,20799
804.3867.1228.2,273208,188587,199859,264525,123983,123912,15030
804.3867.1228.4,105677,75314,79044,104518,66861,62951,10156
804.3867.1228.5,386372,260854,279548,372954,169213,170196,22787
804.3867.1228.6,344053,234465,249896,333992,163961,163628,22550
804.3869.1443E,107990,71330,77765,106792,67336,66260,9378
804.3871.1442.dark.side,103097,55233,57599,101718,59876,60218,6703
804.3872.1347A,82954,52498,56004,81854,51381,51109,4809
804.3872.1347B,78382,44111,47979,76753,40958,41315,2574
804.3872.1530A,62931,42028,44847,62180,31050,30703,4145
804.3872.1530B,64815,49748,52134,64156,40628,40020,5369
804.3873.1233A,71889,53684,55149,70951,44677,44101,4799
804.3873.1233B,105420,53867,62192,101527,47546,47654,2501
804.3881.1228.1,207701,170272,178146,204915,109005,106493,15423
804.3881.1256B,160476,95931,102840,154533,75669,76827,7288
804.H02.072605.R0621,422664,251232,270652,410586,194020,195749,23512
804.H02.072605.R0715,170474,91721,98202,157492,65352,66231,6372
804.H03.072605.R2252,240373,188704,198777,235299,121164,119355,16341
804.H03.072705.R0229,398990,287913,301215,383992,173090,175025,21264
804.H03.072705.R0424,111978,90900,103096,110477,65566,62427,8060
804.H03.072705.R0631,61241,47931,48996,60562,39661,38660,4942
804.H05.072905.R0229A,111143,104806,104966,110175,72334,70832,5511
804.H05.072905.R0229B,343294,254303,270653,337861,198370,195116,22966
804.H05.072905.R0347,90808,55112,58559,89510,55736,55563,5759
804.H06.073005.Bio2slurpA2.0326,91919,83662,85585,91106,59596,58268,4249
804.H06.073005.R0316,372994,306030,321688,366510,195776,192512,26536
804.H07.073105.R1053,319321,212317,231225,311578,151262,152052,19389
804.H07.073105.R1053.red.coating,320976,209437,224161,310040,145570,146129,19716
804.H08.073105.R2057,104477,57831,60865,103479,63107,62998,7336
804.H08.073105.R2238,182887,153225,157191,179996,92469,90894,13086
804.H08.080105.Bio5slurpB1.0428.1.1,106247,90061,91860,104715,60548,59229,9090
804.H08.080105.Bio5slurpB1.0428.2.1,242245,185794,192686,238624,139561,138375,19449
804.H08.080105.Bio5slurpB1.0428.3.1,294256,209884,226129,286785,163324,161670,23893
804.H08.080105.Bio5slurpB1.0428.4.1,330050,232677,250606,322308,144383,146809,19103
804.Julie.1,126127,108495,108151,124094,73167,70792,9859
804.Julie.10,119412,91187,92135,117798,71069,69861,8694
804.Julie.11,114087,95073,95922,112411,68608,67020,9465
804.Julie.12,72513,65387,66131,71653,46117,45696,6673
804.Julie.2,327756,236112,254307,320847,190282,189887,22745
804.Julie.3,444779,279732,299792,427639,179889,184652,20628
804.Julie.4,547446,359247,380453,526304,245539,259221,27914
804.Julie.5,358877,232107,246652,340846,154124,156340,18206
804.Julie.6,102972,74829,79032,101328,58342,58699,6864
804.Julie.7,124443,100061,99870,121084,60257,59372,7647
804.Julie.8,150347,103082,107303,144056,72603,72344,9001
804.Julie.9,130142,112983,115884,128658,77040,75596,9072
804.LS11.127,99324,90002,90246,98494,66821,65365,7015
804.LS11.128,116782,108052,108455,115665,77598,75749,9664
804.LS11.129,110002,88822,94403,108953,68017,66219,10034
804.LS11.130,112726,99521,100591,111336,67523,66851,9881
804.LS11.131,88986,73329,82500,88180,57155,55176,7908
804.LS11.19,116978,107431,108270,115584,72534,71893,11348
804.LS11.20,113607,98600,99335,111883,65967,65317,7986
804.LS11.30,90469,80977,82052,89609,59914,58987,8772
804.LS11.31,108164,90779,92351,106745,69617,68594,9402
804.LS11.32,95014,35995,40632,92718,56981,56855,5989
804.LS11.69,204019,125235,131125,199692,110807,111907,14095
804.LS11.70,304113,252962,260979,300198,174650,175343,24048
804.LS11.70a,318724,270279,278868,314837,176492,173929,25242
804.LS11.71,340555,287056,297962,335660,188926,186651,26476
804.LS11.71a,271510,211724,220327,264922,142682,143340,20190
804.LS11.72,253463,137770,147283,247740,136028,137213,16129
804.LS11.72a,106318,96387,96915,105425,64325,63092,9730
805.pH.5.5.year.2006,129531,113716,116681,124539,65916,65410,0
805.pH.6.0.year.2006,144137,128144,131337,139998,73473,73402,0
805.pH.7.0.year.2007,107705,94623,97534,103743,53360,53599,0
807.BG.S.11.a,77088,50256,53796,74818,42049,43240,35219
807.BG.F.11.a,78260,47304,51602,75500,42298,42889,34355
807.BG.S.12.b,74774,49554,53908,72466,39388,40271,33016
807.B.S.11.a,59944,38372,42171,58264,32982,33515,26806
807.B.S.11.b,63003,43211,47749,61307,34153,35183,28697
807.B.F.11.b,79999,53642,58375,78006,43864,45097,36764
807.B.S.12.a,85635,57473,63026,83045,45742,46952,38074
807.C.F.10.a,85521,55864,60736,83123,46606,47676,38036
807.C.F.10.b,82286,52501,57033,79962,44804,45471,34765
807.C.S.11.a,75318,49243,52780,72923,40738,41525,33159
807.C.S.11.b,65354,43128,46648,63666,36203,36764,28888
807.C.F.11.a,71801,48492,52314,70006,40855,41590,32983
807.C.F.11.b,72285,47929,52213,70549,40667,41332,32796
807.C.S.12.a,57379,38764,42135,55633,32083,32604,26450
807.C.S.12.b,71260,47748,51273,69547,41108,41826,34024
807.E.F.10.a,72643,44177,50268,70653,39568,40316,31939
807.E.F.10.b,77080,47859,53023,74248,41304,41958,33588
807.E.S.11.a,74247,49535,55333,72478,39637,40813,33367
807.E.S.11.b,67377,43605,48734,65806,36236,37398,29998
807.E.F.11.a,73016,45407,50886,71112,40814,41523,32810
807.E.F.11.b,63556,41713,46071,62017,34498,35317,28674
807.S.S.11.a,80732,48936,55916,78587,44562,45298,34269
807.S.S.11.b,85878,51621,57700,83060,46359,47140,35173
807.S.F.11.a,76027,48186,53761,73962,42447,42909,34170
807.S.F.11.b,68944,44426,49916,66967,38095,38502,30722
807.S.S.12.a,76541,48507,54978,74251,42072,42954,33820
807.S.S.12.b,66997,43585,48067,64975,36599,37112,29432
807.W.F.10.a,73962,45612,50638,71750,39730,40666,33372
807.W.F.10.b,78139,49437,55030,76179,43074,44033,35764
807.W.S.11.a,68968,44754,48422,67036,37993,38831,32103
807.W.S.11.b,65815,41280,44847,64093,36287,37005,30084
807.W.F.11.a,77192,48130,53722,75127,42514,43299,35155
807.W.F.11.b,71001,42677,47405,69166,39946,40469,33510
807.W.S.12.a,67794,42744,47555,65905,37096,38061,30950
807.W.S.12.b,71848,46152,50520,69681,39301,40083,32334
808.AK.19.15a.s.4.1.sequences,330469,245437,255086,315342,133316,102841,0
808.FL.3.16a.s.4.1.sequences,113405,92484,96025,109426,51220,37750,0
808.UT.15.42.s.4.1.sequences.r,162343,133205,139475,156132,71324,51709,0
809.PLRP1.50,319642,253080,260234,312839,157244,122705,0
809.PLRP10.146,191029,127558,139864,187903,108641,70887,0
809.PLRP11.85,228808,169335,176819,223275,115945,86764,0
809.PLRP12.60,173041,137664,142775,169898,85857,66130,0
809.PLRP13.35,278692,206351,215155,269727,133435,102131,0
809.PLRP14.150,216293,159715,168105,209227,108444,80313,0
809.PLRP15.mat,213192,146448,161150,208686,119838,94745,0
809.PLRP16.mat,210427,159562,168829,205525,117013,94505,0
809.PLRP17.mat,184549,115905,153878,181871,118670,83609,0
809.PLRP18.10,197728,142073,148411,190450,93421,70033,0
809.PLRP19.35,262670,146704,163689,242432,109971,78175,0
809.PLRP20.106,162962,120531,126532,158669,83611,62745,0
809.PLRP21.150,583627,408565,451167,576940,369446,246948,0
809.PLRP3.85,250486,193297,201672,244878,123591,91196,0
809.PLRP4.35,317506,251882,260274,309071,146946,115514,0
809.PLRP5.55,246568,186244,194900,241176,122625,93601,0
809.PLRP6.70,299286,226103,232372,295306,166170,134384,0
809.PLRP8.41,341639,259243,268118,332541,165268,122395,0
809.PLRP9.146,260048,191189,204528,255752,144742,98106,0
810.1230A1H1,174153,151471,154519,171864,100845,82413,0
810.1230A2H2,376253,346478,351649,374604,229104,184171,0
810.1230C2H2,737194,713117,717450,734793,460415,396263,0
829.JJ,49692,38471,39952,48756,36164,34229,0
829.Pd,126391,98200,103564,117967,55442,52911,0
846.Fagna24102011Soil12C2,255404,221758,228993,251113,132326,134145,0
846.Fagna24102011Soil15A2,183283,158333,164092,180580,94985,96177,0
846.Fagna24102011Soil4B2,182123,158618,163681,179408,92866,94645,0
861.X10.jul09,65531,59548,58638,64766,46445,46231,37377
861.X52.jul09,77360,64468,64608,76570,60560,59811,48430
861.X70.jul09,82032,55905,61242,81001,60978,60057,48519
861.C4.mar09,97864,79165,82581,95820,66265,66014,55200
861.C15.dec08,64915,52714,52747,64037,46005,45287,36173
861.C17.dec08,94843,80358,82232,93102,67110,66422,52431
861.C4.jul09,77226,63885,65828,76079,54392,54035,43922
861.C13.5.jul09,59187,51163,51772,58508,41333,41223,34303
861.C18.jul09,66664,50896,51940,65510,42859,42319,34246
861.U10.jul09,84826,73898,75589,83080,55931,56172,46364
861.U70.jul09,13176,11887,11366,12944,8970,9051,7597
861.U80.jul09,32427,29160,28302,32122,22610,22416,18861
861.H4.mar09,69448,39103,41358,65621,33671,32953,25227
861.H10.mar09,87056,47419,49026,84766,55605,55199,43983
861.X10.mar09,117915,58601,64140,113276,69938,70159,56626
861.X60.dec08,107715,68982,81090,106180,76975,74368,57578
861.X83.dec08,84619,65097,70836,83859,62847,60963,48999
861.H4.jul09,94513,64485,65438,91068,48482,48589,38595
861.H10.4.jul09,129353,71029,74722,123919,75014,74702,59670
864.13.CON.addV.noG.noW.lane2.NoIndex,131458,117276,119375,129564,72122,72697,61844
864.2.OTC.addV.noG.noW.lane2.NoIndex,33209,25131,30637,32944,17515,17320,11931
864.3.CON.addV.addG.noW.A.lane2.NoIndex,80263,70838,72924,79383,48921,50275,37163
